Role,Business Area,Question,Reply,Industry,EmployeeCode
Team Leader/ Engagement Leader,Digital Transformation, CRM Optimization -Zoho,Beginner,IT/ITES,WAPL-MC-E0366
Team Leader/ Engagement Leader,Digital Transformation, CRM Optimization -Zoho,Beginner,Logistics,WAPL-MC-E0366
Team Leader/ Engagement Leader,Digital Transformation, CRM Optimization -Zoho,Beginner,Manufacturing,WAPL-MC-E0366
Team Leader/ Engagement Leader,Digital Transformation, CRM Optimization -Zoho,Beginner,Retail and E-comm,WAPL-MC-E0366
Team Leader/ Engagement Leader,Digital Transformation, CRM Implementation -Hubspot,Beginner,Education,WAPL-MC-E0366
Team Leader/ Engagement Leader,Digital Transformation, CRM Implementation -Hubspot,Beginner,FMCG,WAPL-MC-E0366
Team Leader/ Engagement Leader,Digital Transformation, CRM Implementation -Hubspot,Beginner,Healthcare,WAPL-MC-E0366
Team Leader/ Engagement Leader,Digital Transformation, CRM Implementation -Hubspot,Beginner,IT/ITES,WAPL-MC-E0366
Team Leader/ Engagement Leader,Digital Transformation, CRM Implementation -Hubspot,Beginner,Logistics,WAPL-MC-E0366
Team Leader/ Engagement Leader,Digital Transformation, CRM Implementation -Hubspot,Beginner,Manufacturing,WAPL-MC-E0366
Team Leader/ Engagement Leader,Digital Transformation, CRM Implementation -Hubspot,Beginner,Retail and E-comm,WAPL-MC-E0366
Team Leader/ Engagement Leader,Digital Transformation, CRM Optimization - Hubspot,Beginner,Education,WAPL-MC-E0366
Team Leader/ Engagement Leader,Digital Transformation, CRM Optimization - Hubspot,Beginner,FMCG,WAPL-MC-E0366
Team Leader/ Engagement Leader,Digital Transformation, CRM Optimization - Hubspot,Beginner,Healthcare,WAPL-MC-E0366
Team Leader/ Engagement Leader,Digital Transformation, CRM Optimization - Hubspot,Beginner,IT/ITES,WAPL-MC-E0366
Team Leader/ Engagement Leader,Digital Transformation, CRM Optimization - Hubspot,Beginner,Logistics,WAPL-MC-E0366
Team Leader/ Engagement Leader,Digital Transformation, CRM Optimization - Hubspot,Beginner,Manufacturing,WAPL-MC-E0366
Team Leader/ Engagement Leader,Digital Transformation, CRM Optimization - Hubspot,Beginner,Retail and E-comm,WAPL-MC-E0366
Team Leader/ Engagement Leader,Operations Transformation, Shop floor automation - Process standardization,Beginner,Healthcare,WAPL-MC-E0366
Team Leader/ Engagement Leader,Operations Transformation, Shop floor automation - Process standardization,Beginner,Logistics,WAPL-MC-E0366
Team Leader/ Engagement Leader,Operations Transformation, Shop floor automation - Process standardization,Beginner,Manufacturing,WAPL-MC-E0366
Team Leader/ Engagement Leader,Finance Transformation, IPO Readiness - Pre-IPO assessment,Beginner,B2B Distribution,WAPL-MC-E0366
Team Leader/ Engagement Leader,Finance Transformation, IPO Readiness - Pre-IPO assessment,Beginner,Education,WAPL-MC-E0366
Team Leader/ Engagement Leader,Finance Transformation, IPO Readiness - Pre-IPO assessment,Beginner,FMCG,WAPL-MC-E0366
Team Leader/ Engagement Leader,Finance Transformation, IPO Readiness - Pre-IPO assessment,Beginner,Healthcare,WAPL-MC-E0366
Team Leader/ Engagement Leader,Finance Transformation, IPO Readiness - Pre-IPO assessment,Beginner,Logistics,WAPL-MC-E0366
Team Leader/ Engagement Leader,Finance Transformation, IPO Readiness - Pre-IPO assessment,Beginner,Manufacturing,WAPL-MC-E0366
Team Leader/ Engagement Leader,Finance Transformation, IPO Readiness - Pre-IPO assessment,Beginner,Retail and E-comm,WAPL-MC-E0366
Team Leader/ Engagement Leader,Finance Transformation, IPO Readiness - Pre-Data room setup & Management,Beginner,B2B Distribution,WAPL-MC-E0366
Team Leader/ Engagement Leader,Finance Transformation, IPO Readiness - Pre-Data room setup & Management,Beginner,Education,WAPL-MC-E0366
Team Leader/ Engagement Leader,Finance Transformation, IPO Readiness - Pre-Data room setup & Management,Beginner,FMCG,WAPL-MC-E0366
Team Leader/ Engagement Leader,Finance Transformation, IPO Readiness - Pre-Data room setup & Management,Beginner,Healthcare,WAPL-MC-E0366
Team Leader/ Engagement Leader,Finance Transformation, IPO Readiness - Pre-Data room setup & Management,Beginner,Logistics,WAPL-MC-E0366
Team Leader/ Engagement Leader,Finance Transformation, IPO Readiness - Pre-Data room setup & Management,Beginner,Manufacturing,WAPL-MC-E0366
Team Leader/ Engagement Leader,Finance Transformation, IPO Readiness - Pre-Data room setup & Management,Beginner,Retail and E-comm,WAPL-MC-E0366
Team Leader/ Engagement Leader,Finance Transformation, IPO Readiness - PMO upto IPO,Beginner,B2B Distribution,WAPL-MC-E0366
Team Leader/ Engagement Leader,Finance Transformation, IPO Readiness - PMO upto IPO,Beginner,Education,WAPL-MC-E0366
Team Leader/ Engagement Leader,Finance Transformation, IPO Readiness - PMO upto IPO,Beginner,FMCG,WAPL-MC-E0366
Team Leader/ Engagement Leader,Finance Transformation, IPO Readiness - PMO upto IPO,Beginner,Healthcare,WAPL-MC-E0366
Team Leader/ Engagement Leader,Finance Transformation, IPO Readiness - PMO upto IPO,Beginner,Logistics,WAPL-MC-E0366
Team Leader/ Engagement Leader,Finance Transformation, IPO Readiness - PMO upto IPO,Beginner,Manufacturing,WAPL-MC-E0366
Team Leader/ Engagement Leader,Finance Transformation, IPO Readiness - PMO upto IPO,Beginner,Retail and E-comm,WAPL-MC-E0366
Team Leader/ Engagement Leader,Finance Transformation, SSC Setup & Optimizations,Beginner,B2B Distribution,WAPL-MC-E0366
Team Leader/ Engagement Leader,Finance Transformation, SSC Setup & Optimizations,Beginner,Education,WAPL-MC-E0366
Team Leader/ Engagement Leader,Finance Transformation, SSC Setup & Optimizations,Beginner,FMCG,WAPL-MC-E0366
Team Leader/ Engagement Leader,Finance Transformation, SSC Setup & Optimizations,Beginner,Healthcare,WAPL-MC-E0366
Team Leader/ Engagement Leader,Finance Transformation, SSC Setup & Optimizations,Beginner,Logistics,WAPL-MC-E0366
Team Leader/ Engagement Leader,Finance Transformation, SSC Setup & Optimizations,Beginner,Manufacturing,WAPL-MC-E0366
Team Leader/ Engagement Leader,Finance Transformation, SSC Setup & Optimizations,Beginner,Retail and E-comm,WAPL-MC-E0366
Associate/ Senior Associate,Business Enablement, Growth Strategy,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, Growth Strategy,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, Growth Strategy,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement," Revenue Upliftment - Organic - GTM Strategy, Benchmarking, Competitive Analysis",Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement," Revenue Upliftment - Organic - GTM Strategy, Benchmarking, Competitive Analysis",Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement," Revenue Upliftment - Organic - GTM Strategy, Benchmarking, Competitive Analysis",Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, Revenue Upliftment -Inorganic - Acquisition strategy,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, Revenue Upliftment -Inorganic - Acquisition strategy,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, Revenue Upliftment -Inorganic - Acquisition strategy,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, People Strategy - KPI Setting,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, People Strategy - KPI Setting,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, People Strategy - KPI Setting,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, People Strategy - Balance Scorecard Implementation ,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, People Strategy - Balance Scorecard Implementation ,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, People Strategy - Balance Scorecard Implementation ,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, People Strategy - Upliftment strategy,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, People Strategy - Upliftment strategy,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, People Strategy - Upliftment strategy,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, Cashflows improvement - DSO Improvement,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, Cashflows improvement - DSO Improvement,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, Cashflows improvement - DSO Improvement,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, Cashflows improvement - DIO Improvement,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, Cashflows improvement - DIO Improvement,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, Cashflows improvement - DIO Improvement,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, Cashflows improvement - DPO Improvement,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, Cashflows improvement - DPO Improvement,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, Cashflows improvement - DPO Improvement,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -Logistic Cost improvement ,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -Logistic Cost improvement ,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -Logistic Cost improvement ,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -Customer Acquisition cost reduction,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -Customer Acquisition cost reduction,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -Customer Acquisition cost reduction,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -Utility Cost Optimization,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -Utility Cost Optimization,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -Utility Cost Optimization,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -Indirect cost Reduction,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -Indirect cost Reduction,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -Indirect cost Reduction,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -SCM Cost Optimization,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -SCM Cost Optimization,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -SCM Cost Optimization,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Digital Transformation, CRM Implementation - Salesforce,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Digital Transformation, CRM Implementation - Salesforce,Beginner,Logistics,WAPL-MC-E0575
Associate/ Senior Associate,Digital Transformation, CRM Implementation - Salesforce,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Digital Transformation, CRM Implementation - Salesforce,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Digital Transformation, CRM Optimization - Salesforce,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Digital Transformation, CRM Optimization - Salesforce,Beginner,Logistics,WAPL-MC-E0575
Associate/ Senior Associate,Digital Transformation, CRM Optimization - Salesforce,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Digital Transformation, CRM Optimization - Salesforce,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Operations Transformation, Manufacturing Excellence - Downtime reduction,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Operations Transformation, Manufacturing Excellence - Downtime reduction,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Operations Transformation, Manufacturing Excellence - Downtime reduction,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Operations Transformation, Manufacturing Excellence -Throughput improvement,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Operations Transformation, Manufacturing Excellence -Throughput improvement,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Operations Transformation, Manufacturing Excellence -Throughput improvement,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Operations Transformation, Manufacturing Excellence -Production Planning,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Operations Transformation, Manufacturing Excellence -Production Planning,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Operations Transformation, Manufacturing Excellence -Production Planning,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Operations Transformation, Supply Chain Optimization - Demand Forecasting,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Operations Transformation, Supply Chain Optimization - Demand Forecasting,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Operations Transformation, Supply Chain Optimization - Demand Forecasting,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Operations Transformation, Shop floor automation - Real time shopfloor visibility ,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Operations Transformation, Shop floor automation - Real time shopfloor visibility ,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Operations Transformation, Shop floor automation - Real time shopfloor visibility ,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Operations Transformation, Shop floor automation - Process standardization,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Operations Transformation, Shop floor automation - Process standardization,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Operations Transformation, Shop floor automation - Process standardization,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Operations Transformation, Customer Experience -Customer LTV improvement,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Operations Transformation, Customer Experience -Customer LTV improvement,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Operations Transformation, Customer Experience -Customer LTV improvement,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Operations Transformation, Customer Experience -Customer Loyalty Program / Dealer Schemes,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Operations Transformation, Customer Experience -Customer Loyalty Program / Dealer Schemes,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Operations Transformation, Customer Experience -Customer Loyalty Program / Dealer Schemes,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Operations Transformation, Customer Experience -Customer NPS,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Operations Transformation, Customer Experience -Customer NPS,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Operations Transformation, Customer Experience -Customer NPS,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Finance Transformation, IPO Readiness - Pre-IPO assessment,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Finance Transformation, IPO Readiness - Pre-IPO assessment,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Finance Transformation, IPO Readiness - Pre-IPO assessment,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Finance Transformation, IPO Readiness - Pre-Data room setup & Management,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Finance Transformation, IPO Readiness - Pre-Data room setup & Management,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Finance Transformation, IPO Readiness - Pre-Data room setup & Management,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Finance Transformation, IPO Readiness - PMO upto IPO,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Finance Transformation, IPO Readiness - PMO upto IPO,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Finance Transformation, IPO Readiness - PMO upto IPO,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Finance Transformation, Business Process Re-engineering,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Finance Transformation, Business Process Re-engineering,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Finance Transformation, Business Process Re-engineering,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Finance Transformation, Finance Strategy -Digital Finance Strategy,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Finance Transformation, Finance Strategy -Digital Finance Strategy,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Finance Transformation, Finance Strategy -Digital Finance Strategy,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Finance Transformation, Finance Strategy -Finance Operating Model,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Finance Transformation, Finance Strategy -Finance Operating Model,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Finance Transformation, Finance Strategy -Finance Operating Model,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Finance Transformation, Business Finance -Budgeting & Forecasting,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Finance Transformation, Business Finance -Budgeting & Forecasting,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Finance Transformation, Business Finance -Budgeting & Forecasting,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Finance Transformation, Business Finance -Profitability & Costing,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Finance Transformation, Business Finance -Profitability & Costing,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Finance Transformation, Business Finance -Profitability & Costing,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Finance Transformation, Business Finance -Business Consolidations,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Finance Transformation, Business Finance -Business Consolidations,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Finance Transformation, Business Finance -Business Consolidations,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Managed Services, Accounting Tools -Sage,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Managed Services, Accounting Tools -Sage,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Managed Services, Accounting Tools -Sage,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Managed Services, Accounting Tools -Xero,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Managed Services, Accounting Tools -Xero,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Managed Services, Accounting Tools -Xero,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Managed Services, Payroll Compliance Management,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Managed Services, Payroll Compliance Management,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Managed Services, Payroll Compliance Management,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Managed Services, Sales Tax return filling,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Managed Services, Sales Tax return filling,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Managed Services, Sales Tax return filling,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Managed Services, SEC filings,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Managed Services, SEC filings,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Managed Services, SEC filings,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Managed Services, Annual income tax and secretarial filing,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Managed Services, Annual income tax and secretarial filing,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Managed Services, Annual income tax and secretarial filing,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Managed Services, IFRS and/or US GAAP,Beginner,B2B Distribution,WAPL-MC-E0575
Associate/ Senior Associate,Managed Services, IFRS and/or US GAAP,Beginner,Manufacturing,WAPL-MC-E0575
Associate/ Senior Associate,Managed Services, IFRS and/or US GAAP,Beginner,Manufacturing - Textiles,WAPL-MC-E0575
Associate/ Senior Associate,Business Enablement, Growth Strategy,Beginner,B2B Distribution,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, Growth Strategy,Beginner,Education,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, Growth Strategy,Beginner,Healthcare,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, Growth Strategy,Beginner,Manufacturing - Steel,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, Growth Strategy,Beginner,Real estate/ Facility Management,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement," Revenue Upliftment - Organic - GTM Strategy, Benchmarking, Competitive Analysis",Beginner,B2B Distribution,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement," Revenue Upliftment - Organic - GTM Strategy, Benchmarking, Competitive Analysis",Beginner,Education,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement," Revenue Upliftment - Organic - GTM Strategy, Benchmarking, Competitive Analysis",Beginner,Healthcare,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement," Revenue Upliftment - Organic - GTM Strategy, Benchmarking, Competitive Analysis",Beginner,Manufacturing - Steel,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement," Revenue Upliftment - Organic - GTM Strategy, Benchmarking, Competitive Analysis",Beginner,Real estate/ Facility Management,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, Revenue Upliftment -Inorganic - Acquisition strategy,Beginner,B2B Distribution,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, Revenue Upliftment -Inorganic - Acquisition strategy,Beginner,Education,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, Revenue Upliftment -Inorganic - Acquisition strategy,Beginner,Healthcare,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, Revenue Upliftment -Inorganic - Acquisition strategy,Beginner,Manufacturing - Steel,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, Revenue Upliftment -Inorganic - Acquisition strategy,Beginner,Real estate/ Facility Management,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, People Strategy - KPI Setting,Beginner,B2B Distribution,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, People Strategy - KPI Setting,Beginner,Education,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, People Strategy - KPI Setting,Beginner,Healthcare,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, People Strategy - KPI Setting,Beginner,Manufacturing - Steel,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, People Strategy - KPI Setting,Beginner,Real estate/ Facility Management,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, People Strategy - Upliftment strategy,Beginner,B2B Distribution,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, People Strategy - Upliftment strategy,Beginner,Education,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, People Strategy - Upliftment strategy,Beginner,Healthcare,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, People Strategy - Upliftment strategy,Beginner,Manufacturing - Steel,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, People Strategy - Upliftment strategy,Beginner,Real estate/ Facility Management,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, Operations Model Transformation - Non-Core Task to be outsourced to build scale,Beginner,B2B Distribution,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, Operations Model Transformation - Non-Core Task to be outsourced to build scale,Beginner,Education,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, Operations Model Transformation - Non-Core Task to be outsourced to build scale,Beginner,Healthcare,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, Operations Model Transformation - Non-Core Task to be outsourced to build scale,Beginner,Manufacturing - Steel,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, Operations Model Transformation - Non-Core Task to be outsourced to build scale,Beginner,Real estate/ Facility Management,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, Operations Model Transformation - Driving unit economics profitability,Beginner,B2B Distribution,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, Operations Model Transformation - Driving unit economics profitability,Beginner,Education,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, Operations Model Transformation - Driving unit economics profitability,Beginner,Healthcare,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, Operations Model Transformation - Driving unit economics profitability,Beginner,Manufacturing - Steel,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, Operations Model Transformation - Driving unit economics profitability,Beginner,Real estate/ Facility Management,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -Logistic Cost improvement ,Beginner,B2B Distribution,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -Logistic Cost improvement ,Beginner,Education,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -Logistic Cost improvement ,Beginner,Healthcare,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -Logistic Cost improvement ,Beginner,Manufacturing - Steel,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -Logistic Cost improvement ,Beginner,Real estate/ Facility Management,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -Customer Acquisition cost reduction,Beginner,B2B Distribution,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -Customer Acquisition cost reduction,Beginner,Education,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -Customer Acquisition cost reduction,Beginner,Healthcare,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -Customer Acquisition cost reduction,Beginner,Manufacturing - Steel,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -Customer Acquisition cost reduction,Beginner,Real estate/ Facility Management,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -Utility Cost Optimization,Beginner,B2B Distribution,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -Utility Cost Optimization,Beginner,Education,WAPL-MC-C0225
